Subject	TrialId	pretrial_pupil	pretrial_rank
1179	2	4.606625805785124	137
1179	3	3.913179956521739	134
1179	4	4.196782991735537	136
1179	5	3.520002222727273	107
1179	6	3.638974945945946	121
1179	7	3.594389497536946	115
1179	8	3.610836968325792	117
1179	9	3.759481956097561	128
1179	10	3.8634801549295776	133
1179	11	3.682748979381443	122
1179	12	3.927378307017544	135
1179	13	3.2644374112149532	65
1179	14	3.6249351435897434	119
1179	15	3.44073996875	97
1179	16	3.68372549122807	123
1179	17	3.5285999338842977	109
1179	18	3.5669038823529413	113
1179	19	3.692129463114754	124
1179	20	3.387271009009009	88
1179	21	3.569005328358209	114
1179	22	3.323336212121212	79
1179	23	3.3163455112781954	75
1179	24	3.2368298280254777	62
1179	25	3.1975908873239436	55
1179	26	3.4156289675925926	95
1179	27	3.3202935780346823	78
1179	28	3.307313137724551	72
1179	29	3.7914060165745855	130
1179	30	3.6119030184331797	118
1179	31	3.606473535	116
1179	32	3.4921741464646465	101
1179	33	3.548113789473684	111
1179	34	3.5300945459183675	110
1179	35	3.408812102803738	92
1179	36	3.4019494085365856	91
1179	37	3.521145599099099	108
1179	38	3.3119426495327104	73
1179	40	3.843943324324324	132
1179	41	3.4827685972850677	98
1179	42	3.496923092783505	103
1179	43	3.1823442865497076	50
1179	44	3.162878623762376	43
1179	45	3.0626558663366334	32
1179	46	3.182704573604061	51
1179	47	3.0154203212435235	25
1179	48	3.0544938203883496	31
1179	49	3.1915581223404255	54
1179	50	3.317895544827586	76
1179	51	3.272633864864865	67
1179	52	3.410935164893617	93
1179	53	3.1665126218487396	45
1179	54	3.37899562371134	86
1179	55	2.909968523148148	12
1179	56	2.9509903902439025	20
1179	57	3.3125739811320756	74
1179	58	3.633954163934426	120
1179	59	3.1629632864321606	44
1179	60	3.3468140638297874	83
1179	61	3.4139304585987262	94
1179	62	3.127583774647887	39
1179	63	3.555975950819672	112
1179	64	2.9769798243243244	22
1179	65	3.2012443146067415	56
1179	66	3.0850890152671755	36
1179	67	3.3438049875	82
1179	68	3.13782177294686	40
1179	69	3.3432363439490445	81
1179	70	3.1390608657407406	41
1179	71	3.3048033795180722	71
1179	72	3.0359655778894474	28
1179	73	2.840233030150754	8
1179	74	2.9547584013605444	21
1179	75	3.3382068481675393	80
1179	76	3.428865348547718	96
1179	77	3.5047208477366256	106
1179	78	3.4902073410852714	100
1179	79	3.7164975308056873	126
1179	80	3.717369606557377	127
1179	81	3.3847277397959186	87
1179	82	3.2159565738636364	58
1179	83	3.1844854347826086	52
1179	84	3.034698864661654	27
1179	85	3.3876605789473686	89
1179	86	3.498010344262295	104
1179	87	3.18041868852459	48
1179	88	3.7099507955555557	125
1179	89	3.1008720784313724	37
1179	90	3.219890806818182	61
1179	91	3.019511488888889	26
1179	92	2.79004515	3
1179	93	3.0722816889952154	34
1179	94	3.2106497794117645	57
1179	95	3.319904107344633	77
1179	96	3.3541106735751294	84
1179	97	3.493262616161616	102
1179	98	3.2436481079545456	63
1179	99	3.2555271224489797	64
1179	100	2.9159315950920246	14
1179	101	3.490129323144105	99
1179	102	3.0482433	29
1179	103	2.8053785853658537	4
1179	104	2.910529672727273	13
1179	105	3.074299912371134	35
1179	106	2.8071399647058826	5
1179	107	3.1816826511627907	49
1179	108	3.0521416108374386	30
1179	109	2.808187012903226	6
1179	110	2.949386609589041	19
1179	111	3.298672479289941	69
1179	112	3.7646212727272728	129
1179	113	3.393197120603015	90
1179	114	3.147658244897959	42
1179	115	2.923009655629139	16
1179	116	2.762906163551402	2
1179	117	3.112953975	38
1179	118	3.3002946516393443	70
1179	119	3.4986248407079645	105
1179	120	3.218005480392157	59
1179	121	3.1913493285714285	53
1179	122	3.013763232323232	24
1179	123	3.219140516587678	60
1179	124	3.264676081300813	66
1179	125	3.286037612903226	68
1179	126	2.9183278666666665	15
1179	127	3.072117435483871	33
1179	128	2.8829861791907514	10
1179	130	3.8430902204081634	131
1179	131	2.936138676056338	18
1179	132	3.3692481340206184	85
1179	133	2.8372011375	7
1179	134	2.900882429378531	11
1179	135	3.17424475	47
1179	136	3.173009725	46
1179	137	2.925131495412844	17
1179	138	2.9770499593023256	23
1179	139	2.8722184816513763	9
1179	140	2.7161204403669723	1
