Subject	TrialId	pretrial_pupil	pretrial_rank
1141	1	3.045416761904762	51
1141	2	3.0685750041322315	58
1141	3	3.2935185679012347	105
1141	4	3.0436450204081633	50
1141	5	3.3285655131578946	111
1141	7	3.0235073691588785	45
1141	8	3.162062819672131	73
1141	9	3.1641307826086957	76
1141	10	3.2752180737704917	100
1141	11	3.140585105263158	68
1141	13	3.4438905692307693	122
1141	14	3.155490701030928	71
1141	15	3.1679423053097344	77
1141	16	3.052497563318777	54
1141	17	2.8867333605150214	19
1141	18	3.245653039647577	96
1141	19	3.1987930819672132	81
1141	20	2.930419213043478	30
1141	21	3.2130790718954247	85
1141	22	2.7789302920353984	8
1141	23	2.693699730612245	3
1141	24	2.970580797520661	38
1141	25	3.326379300884956	109
1141	27	3.3180648173913045	108
1141	28	3.2211420942622953	88
1141	29	3.342052898305085	113
1141	31	3.246874426229508	97
1141	32	3.3893899078947367	117
1141	33	3.208176795652174	82
1141	34	3.179247368852459	79
1141	35	2.836740323770492	11
1141	36	2.9015285720164607	23
1141	37	2.904642774774775	24
1141	38	2.860584	14
1141	39	2.9521457860082303	33
1141	40	3.1325928761061945	67
1141	41	2.7990072910798123	10
1141	42	2.7496843171806167	6
1141	43	2.5728819588477365	1
1141	44	2.648171434285714	2
1141	45	3.230949661157025	90
1141	46	2.8673669574468086	16
1141	47	3.040051155737705	49
1141	48	2.96357936123348	35
1141	49	2.9651174237288136	37
1141	50	3.3001772548076924	106
1141	51	3.031152390041494	46
1141	52	2.911961049382716	25
1141	53	3.27933455785124	101
1141	54	3.08723766122449	62
1141	56	3.112680727272727	64
1141	57	3.0000596536585364	41
1141	58	3.0179337561983473	44
1141	59	3.227956714876033	89
1141	60	3.2476220370370372	98
1141	61	3.2393604612244897	94
1141	62	3.0821054325842696	60
1141	63	2.9962901902654866	40
1141	64	3.2874956754385964	102
1141	65	3.1262275041322316	66
1141	66	2.9643083510204082	36
1141	67	3.0499201221719456	52
1141	68	3.2356498683127572	92
1141	70	3.250256125	99
1141	71	3.7016531270491804	132
1141	72	3.1629831714285714	75
1141	73	3.2898541358024693	103
1141	74	2.8744601497797357	17
1141	75	2.9468524528301887	31
1141	76	3.4383908073770493	121
1141	77	3.4001374795081967	118
1141	78	3.4889849	124
1141	79	3.1453405585585585	69
1141	80	3.4115293836734693	119
1141	81	3.2336623827160493	91
1141	82	2.925008297413793	28
1141	83	3.2430733893442625	95
1141	84	3.6776441694214874	131
1141	85	3.1587724422110552	72
1141	86	3.3264287299578057	110
1141	87	3.2116022448979593	83
1141	88	3.621331636734694	129
1141	89	3.17395331300813	78
1141	90	3.32928431981982	112
1141	91	3.5944308095238093	128
1141	92	2.9528151639344262	34
1141	93	3.036357132231405	48
1141	94	2.9278229595959595	29
1141	95	3.059943933035714	55
1141	96	3.0066365454545454	43
1141	97	3.051823995283019	53
1141	98	2.8543915535714284	12
1141	99	2.7819809427312774	9
1141	101	3.211713525	84
1141	102	3.146761788732394	70
1141	103	3.3752311408450706	115
1141	104	3.1911979297520663	80
1141	105	3.218268217391304	87
1141	106	2.894859178010471	21
1141	107	3.3857036611570246	116
1141	108	3.567872979338843	127
1141	109	3.0674921886792452	57
1141	110	3.085616330143541	61
1141	111	3.060013391891892	56
1141	112	3.289903623809524	104
1141	113	3.116521824175824	65
1141	114	3.092615844897959	63
1141	115	3.162650479508197	74
1141	116	3.6414405267489713	130
1141	117	2.8580576153846153	13
1141	119	3.001959995169082	42
1141	120	3.304379381909548	107
1141	121	2.979253889795918	39
1141	122	2.7385608349056603	5
1141	123	2.8620868106995885	15
1141	124	2.948283175	32
1141	125	3.4140047162790697	120
1141	126	3.526272553846154	125
1141	127	3.0714689294871795	59
1141	128	3.4860506363636365	123
1141	129	3.2174515416666667	86
1141	130	2.917039118721461	27
1141	131	2.9152345454545454	26
1141	132	2.7334141902654867	4
1141	133	2.894772125581395	20
1141	134	2.8983917752808988	22
1141	135	2.7709274009661837	7
1141	136	3.238517347826087	93
1141	137	3.3555521493775933	114
1141	138	3.035291518072289	47
1141	139	2.8780305172413794	18
1141	140	3.54533041875	126
