Subject	TrialId	pretrial_pupil	pretrial_rank
1180	1	3.8470910756756758	104
1180	2	3.6088078368421055	61
1180	3	3.697030723958333	80
1180	4	3.8659750476190475	106
1180	5	3.6947915314009663	78
1180	6	3.506189103626943	40
1180	7	3.867543367256637	108
1180	8	3.489446908296943	36
1180	9	3.5938545943396227	58
1180	10	3.9693014429223745	124
1180	11	3.359770364640884	19
1180	12	3.5454373257142855	51
1180	13	3.4398817333333334	26
1180	14	3.8575599421487605	105
1180	15	3.499557748201439	38
1180	16	3.4612213405797103	31
1180	17	3.89926477294686	113
1180	18	3.710696514124294	84
1180	19	3.747781821596244	92
1180	20	3.9862844197530864	125
1180	21	3.5215391616161615	44
1180	22	3.503142149700599	39
1180	23	3.4569141272727273	30
1180	24	3.4318160154639177	25
1180	25	3.549023	52
1180	26	3.838839618705036	102
1180	27	3.67100602	71
1180	28	3.7257831197916667	85
1180	29	3.7287944375	86
1180	30	3.69694440625	79
1180	31	3.50620575	41
1180	32	3.554648325791855	54
1180	33	3.09187445	4
1180	34	3.2654358703703705	10
1180	35	3.2930326236559138	14
1180	36	3.681627669421488	74
1180	37	4.079146434782609	128
1180	38	3.733616862745098	87
1180	39	4.104181446043166	130
1180	40	3.8717402532467533	109
1180	41	3.2852758306878305	13
1180	42	4.0968117349397595	129
1180	43	4.140551598290599	131
1180	44	3.7351937430555555	90
1180	45	3.296501023121387	15
1180	46	3.8946873356643357	112
1180	47	3.421074947368421	23
1180	48	3.6431229941176473	69
1180	49	3.1945498982300884	7
1180	50	3.3257238148148147	16
1180	51	3.6069363968253967	59
1180	52	NA	134
1180	53	3.9210623333333334	118
1180	54	3.622635025	65
1180	55	3.5291001986754966	47
1180	56	3.899346518987342	114
1180	57	3.674337712328767	72
1180	58	3.5254169631578947	45
1180	59	4.0093172407407405	127
1180	60	3.4522536291390726	29
1180	61	3.7513739894736844	93
1180	62	3.3616758235294117	20
1180	63	3.3341976551724137	17
1180	64	3.7627007863247863	95
1180	65	3.4745681690140846	33
1180	66	3.889806640449438	111
1180	67	3.683944491525424	76
1180	68	3.425161174825175	24
1180	69	3.2023303376623375	8
1180	70	3.518827768361582	43
1180	71	3.2066771390728475	9
1180	72	3.1683989533333334	6
1180	73	3.114180117647059	5
1180	74	3.9070708181818183	116
1180	75	3.7847615945945945	97
1180	76	3.8663014207317072	107
1180	77	3.8414827612903224	103
1180	78	3.9318579811320755	119
1180	79	3.277538100917431	12
1180	80	3.7776341258741257	96
1180	81	3.6453913333333334	70
1180	82	3.267213270642202	11
1180	83	3.5801594945054944	57
1180	84	3.6174256740740742	64
1180	85	NA	135
1180	86	3.6138989285714285	63
1180	87	3.5305401783783785	48
1180	88	3.963866770700637	122
1180	89	3.4716628864864867	32
1180	90	3.834775462585034	101
1180	91	3.7361107133333333	91
1180	92	3.3705586363636364	21
1180	93	3.7619659585798817	94
1180	94	3.8291795	100
1180	95	4.165406636363636	132
1180	96	3.5415194322580645	49
1180	97	3.485168701298701	35
1180	98	3.4482101397058824	28
1180	99	3.6817615784313724	75
1180	100	3.8781965925925928	110
1180	101	3.9074995547445255	117
1180	102	3.6337687411764708	68
1180	103	3.73383427027027	88
1180	104	3.7064640689655173	82
1180	105	3.607316754966887	60
1180	106	4.007599546218487	126
1180	107	3.553819549019608	53
1180	109	NA	136
1180	110	3.037141705202312	3
1180	111	3.5449256477987423	50
1180	112	3.9530795	121
1180	113	3.56209156	55
1180	114	3.4952308035714283	37
1180	115	3.901431218181818	115
1180	116	3.933878660714286	120
1180	117	3.441972508287293	27
1180	118	3.52821675	46
1180	119	3.485137942857143	34
1180	120	3.685287729323308	77
1180	121	3.6760864225352115	73
1180	122	3.9639382108108108	123
1180	123	3.5631530885416667	56
1180	124	3.6328943333333332	67
1180	125	3.4025771470588237	22
1180	126	3.7866163545454548	98
1180	127	3.70882931	83
1180	128	3.35761725	18
1180	129	NA	137
1180	130	NA	138
1180	131	NA	139
1180	132	4.39599892	133
1180	133	3.610597128205128	62
1180	134	3.7340165350877195	89
1180	135	3.7953256274509806	99
1180	136	3.697575087248322	81
1180	137	3.6245227441860464	66
1180	138	3.5074114545454544	42
1180	139	2.904270043478261	1
1180	140	3.0111160322580646	2
