Subject	TrialId	pretrial_pupil	pretrial_rank
1230	1	3.7752127704081633	92
1230	3	3.8979285	117
1230	4	3.643301010526316	63
1230	5	3.6824422950819673	70
1230	6	3.8827114468085107	113
1230	7	3.8152123973214285	102
1230	8	3.7307923622448977	82
1230	9	3.817022151351351	103
1230	10	3.998059951219512	129
1230	11	3.9270506625766872	122
1230	12	3.659924952	66
1230	13	3.535323785	43
1230	14	3.5075604444444446	39
1230	15	3.7250298591549296	79
1230	16	3.943297294871795	123
1230	17	3.465596695431472	31
1230	18	3.007453183006536	1
1230	19	3.7257797116564415	80
1230	20	3.9892743801169592	128
1230	21	3.7689312533333332	89
1230	22	3.3200466	9
1230	23	3.261567387096774	6
1230	24	3.7925133854748605	96
1230	25	3.912378352631579	119
1230	26	4.118829792553192	133
1230	27	3.439769894736842	26
1230	28	3.1361599047619046	2
1230	29	3.6313963125	61
1230	30	3.680368368159204	69
1230	31	3.957607876190476	125
1230	32	3.874833597633136	112
1230	33	3.4042049393939395	20
1230	34	3.4872622213740456	33
1230	35	3.7897010981595094	95
1230	36	3.2086620718954246	3
1230	37	3.884756406451613	114
1230	38	3.8424846204379564	110
1230	39	3.884996105263158	115
1230	40	3.776101722222222	93
1230	41	3.4948968707482995	34
1230	42	3.3488789074074075	11
1230	43	3.5740845914634147	51
1230	44	3.6726054349775783	68
1230	45	3.5634589326923076	48
1230	46	3.7834681180555556	94
1230	47	3.5525599305555557	46
1230	48	3.7101487862068967	76
1230	49	3.522740258064516	41
1230	50	3.7556968260869565	87
1230	51	3.5807705142857142	53
1230	52	4.065801344262295	131
1230	53	3.6235966274509805	58
1230	54	3.7341211699346406	83
1230	55	3.4205815051546393	22
1230	56	3.827783759259259	106
1230	57	3.806508375	101
1230	58	3.6181083356643358	57
1230	59	3.611295533333333	56
1230	60	3.7426945819672133	85
1230	61	3.2544360331125826	4
1230	62	3.2672833095238096	7
1230	63	3.504628435185185	36
1230	64	3.2842825396825397	8
1230	65	3.389995390134529	18
1230	66	3.623671711864407	59
1230	67	3.7956517932960896	98
1230	68	3.568271352380952	49
1230	69	3.3532102137931035	12
1230	70	3.4161896985645934	21
1230	71	3.4802807318435756	32
1230	72	3.769573152777778	90
1230	73	3.757127151162791	88
1230	74	3.8037814607843137	99
1230	76	3.434394947368421	24
1230	77	3.721749020408163	78
1230	78	3.9747513289473684	126
1230	79	3.440230827586207	27
1230	80	3.4586649037037036	29
1230	81	3.504735892857143	37
1230	82	3.36787106779661	15
1230	83	3.708559028985507	73
1230	84	3.361624641618497	14
1230	85	3.861826892086331	111
1230	86	3.9520928659793815	124
1230	87	3.7203417954545452	77
1230	88	3.6304296209150326	60
1230	89	3.500891338345865	35
1230	91	3.422247765957447	23
1230	92	3.8857245796178344	116
1230	93	3.819113584158416	104
1230	94	3.3958211490683228	19
1230	95	3.7536007752293576	86
1230	96	3.7099469263157894	75
1230	97	3.5075450118343197	38
1230	98	3.4386894247311828	25
1230	99	3.6585117142857144	65
1230	100	3.588729088888889	54
1230	101	3.9137392290076334	120
1230	102	3.254475679558011	5
1230	103	3.538248380597015	44
1230	104	3.976180057142857	127
1230	105	3.805633088495575	100
1230	106	3.4496389215686274	28
1230	107	3.728380038095238	81
1230	108	3.6842867555555556	71
1230	109	3.5581667352941175	47
1230	110	3.795473	97
1230	111	3.577470396825397	52
1230	112	3.664225992481203	67
1230	113	3.646962918918919	64
1230	114	3.5705218513513515	50
1230	115	3.9162506666666665	121
1230	116	3.368543024	16
1230	117	3.708867582822086	74
1230	118	3.464952846625767	30
1230	119	3.836609283236994	108
1230	120	3.37979682	17
1230	121	3.771344994117647	91
1230	122	NA	137
1230	123	3.5333726	42
1230	124	3.82501895	105
1230	125	3.3347658977272725	10
1230	126	3.8417592884615384	109
1230	127	3.5410623909774435	45
1230	128	4.027774543307086	130
1230	129	3.60653885	55
1230	130	4.216713291390729	135
1230	131	3.635402259541985	62
1230	132	4.1862209913043475	134
1230	133	3.8294509461077846	107
1230	134	4.072577717842323	132
1230	135	3.703419932330827	72
1230	136	4.3706325	136
1230	137	3.8980671398601396	118
1230	138	3.36075965	13
1230	139	3.7357182111801244	84
1230	140	3.5163042348993288	40
