Subject,TrialId,RT,bin,right_gaze_x,right_gaze_y,left_gaze_x,left_gaze_y
1071,1,283,0,0.49464845,0.42969871666666665,0.5002342333333333,0.42969871666666665
1071,1,283,50,0.4948463666666667,0.43741206666666665,0.4998609,0.43741206666666665
1071,1,283,100,0.4969652333333333,0.43234211666666666,0.50170585,0.43234211666666666
1071,1,283,150,0.49598583333333335,0.4388775833333333,0.5013615333333333,0.4388775833333333
1071,1,283,200,0.4947890833333333,0.44261375,0.49753451666666665,0.44261375
1071,1,283,250,0.49663298333333333,0.4535748333333333,0.4992048,0.4535748333333333
1071,1,283,300,0.4976656,0.4593501333333333,0.49814233333333335,0.4593501333333333
1071,1,283,350,0.4983547166666667,0.45146363333333334,0.5004543666666667,0.45146363333333334
1071,1,283,400,0.4950084,0.4565361333333333,0.4976766833333333,0.4565361333333333
1071,1,283,450,0.49767826666666665,0.44633323333333336,0.49946243333333334,0.44633323333333336
1071,1,283,500,0.49386288333333334,0.4576389,0.4973671666666667,0.4576389
1071,1,283,550,0.49233136666666666,0.4571777,0.4979442,0.4571777
1071,1,283,600,0.4923596333333333,0.44339368333333334,0.4996449333333333,0.44339368333333334
1071,1,283,650,0.49191783333333333,0.4515499333333333,0.49942088333333334,0.4515499333333333
1071,1,283,700,0.49318961666666666,0.4520822666666667,0.49989911666666664,0.4520822666666667
1071,1,283,750,0.49267635,0.45217826666666666,0.5004970166666667,0.45217826666666666
1071,1,283,800,0.49225865,0.4444355166666667,0.5021767,0.4444355166666667
1071,1,283,850,0.49236013333333334,0.44610266666666665,0.50222615,0.44610266666666665
1071,1,283,900,0.49196721666666665,0.4394787,0.50104415,0.4394787
1071,1,283,950,0.4910388333333333,0.4477737,0.5002332833333334,0.4477737
1071,1,283,1000,0.4926843666666667,0.44669976666666666,0.49851365,0.44669976666666666
1071,1,283,1050,0.49044535,0.43929666666666667,0.49797685,0.43929666666666667
1071,1,283,1100,0.4911414666666667,0.42519103333333336,0.49824979999999996,0.42519103333333336
1071,1,283,1150,0.493747,0.4437084666666667,0.5032622333333333,0.4437084666666667
1071,1,283,1200,0.49886563333333334,0.44984565,0.5068578666666667,0.44984565
1071,1,283,1250,0.49771265,0.45692273333333333,0.50658645,0.45692273333333333
1071,1,283,1300,0.50225745,0.44975103333333333,0.50494385,0.44975103333333333
1071,1,283,1350,0.5004388333333334,0.46018191666666663,0.5042603666666666,0.46018191666666663
1071,1,283,1400,0.49897081666666665,0.45041963333333335,0.5059990999999999,0.45041963333333335
1071,1,283,1450,0.49960955,0.46638728333333335,0.5055450666666667,0.46638728333333335
1071,1,283,1500,0.4992566666666667,0.4654647,0.5048582,0.4654647
1071,1,283,1550,0.5015207833333333,0.4520524,0.5093434166666666,0.4520524
1071,1,283,1600,0.49745775,0.4464724,0.5069064166666667,0.4464724
1071,1,283,1650,0.49786251666666664,0.45831753333333336,0.5066812833333333,0.45831753333333336
1071,1,283,1700,0.49774918333333334,0.4634086,0.5044659666666667,0.4634086
1071,1,283,1750,0.49756848,0.46205856,0.5044457,0.46205856
1071,1,283,1800,0.49717143333333336,0.4647505333333333,0.5074587166666666,0.4647505333333333
1071,1,283,1850,0.49721435,0.46277308333333333,0.50561995,0.46277308333333333
1071,1,283,1900,0.49994845,0.46423145,0.5075808166666667,0.46423145
1071,1,283,1950,0.49796386666666664,0.4649788166666667,0.5056349,0.4649788166666667
1071,1,283,2000,0.49669865,0.4661015666666667,0.5035361,0.4661015666666667
1071,1,283,2050,0.49678105,0.45998364999999997,0.5038131666666666,0.45998364999999997
1071,1,283,2100,0.49677565,0.4609698166666667,0.50442115,0.4609698166666667
1071,1,283,2150,0.4974045,0.46034281666666665,0.5038753333333333,0.46034281666666665
1071,1,283,2200,0.49553185,0.4621602166666667,0.5059948166666667,0.4621602166666667
1071,1,283,2250,0.49738303333333334,0.46772425,0.5035208999999999,0.46772425
1071,1,283,2300,0.49862898333333333,0.4597247166666667,0.5048975,0.4597247166666667
1071,1,283,2350,0.49750655,0.45711613333333334,0.5046569666666667,0.45711613333333334
1071,1,283,2400,0.4964307,0.4564301333333333,0.5084875333333333,0.4564301333333333
1071,1,283,2450,0.4966761,0.46350838333333333,0.5084003833333334,0.46350838333333333
1071,1,283,2500,0.5016016833333333,0.47682865,0.5103257333333333,0.47682865
1071,1,283,2550,0.50163565,0.46671171666666666,0.5117553833333334,0.46671171666666666
1071,1,283,2600,0.50346275,0.47962523333333335,0.5110686999999999,0.47962523333333335
1071,1,283,2650,0.5009446,0.49412945,0.5103324166666667,0.49412945
1071,1,283,2700,0.5039754666666667,0.46607276666666664,0.5096209,0.46607276666666664
1071,1,283,2750,0.5031886833333333,0.46842001666666666,0.5097151166666667,0.46842001666666666
1071,1,283,2800,0.50327905,0.4584131833333333,0.5091401166666667,0.4584131833333333
1071,1,283,2850,0.5031935833333333,0.4709717666666667,0.5083819166666667,0.4709717666666667
1071,1,283,2900,0.5004540833333333,0.4859010833333334,0.50665935,0.4859010833333334
1071,1,283,2950,0.5048525833333334,0.4771505166666667,0.5050824333333334,0.4771505166666667
1071,1,283,3000,0.5035543,0.48577353333333334,0.5104385,0.48577353333333334
1071,1,283,3050,0.5047251833333333,0.4823596666666667,0.50884985,0.4823596666666667
1071,1,283,3100,0.5038641166666666,0.48994695,0.5120894333333333,0.48994695
1071,1,283,3150,0.5029856833333333,0.50354455,0.51109345,0.50354455
1071,1,283,3200,0.5033108166666667,0.5074195333333333,0.5122266,0.5074195333333333
1071,1,283,3250,0.5013316333333333,0.5159154666666667,0.5118325333333333,0.5159154666666667
1071,1,283,3300,0.5031318833333334,0.5242826666666667,0.5141654,0.5242826666666667
1071,1,283,3350,0.50343108,0.51867272,0.51175654,0.51867272
1071,1,283,3400,0.5008801666666667,0.52152765,0.5112537333333333,0.52152765
1071,1,283,3450,0.49986855,0.5212851166666667,0.5130305166666667,0.5212851166666667
1071,1,283,3500,0.5018501,0.523637,0.5138249,0.523637
1071,1,283,3550,0.49872615000000003,0.5205457333333333,0.5141606333333333,0.5205457333333333
1071,1,283,3600,0.4993829166666667,0.5227622666666667,0.5168447166666666,0.5227622666666667
1071,1,283,3650,0.4993046,0.5285928666666667,0.5135755666666667,0.5285928666666667
1071,1,283,3700,0.49994915,0.5332263333333334,0.5146161166666666,0.5332263333333334
1071,1,283,3750,0.5004007,0.5253054666666667,0.5140696666666666,0.5253054666666667
1071,1,283,3800,0.4979366666666667,0.5344842833333333,0.5146354666666666,0.5344842833333333
1071,1,283,3850,0.49971135,0.5247057833333333,0.51598875,0.5247057833333333
1071,1,283,3900,0.50088815,0.53125455,0.51492425,0.53125455
1071,1,283,3950,0.50125475,0.5336629666666667,0.5131972166666666,0.5336629666666667
1071,1,283,4000,0.5028340333333333,0.5371394,0.5129944166666667,0.5371394
1071,1,283,4050,0.5032929333333334,0.5352108166666667,0.5124633833333333,0.5352108166666667
1071,1,283,4100,0.5016558666666666,0.5219974666666667,0.51289295,0.5219974666666667
1071,1,283,4150,0.5024522666666666,0.5081489833333334,0.5146845333333333,0.5081489833333334
