Subject	condition	TrialId	bin	pupil_change
895	easy goal	1	-200	0.012928557603686577
895	easy goal	1	-150	0.0030569623655913127
895	easy goal	1	-100	-0.0012555376344087765
895	easy goal	1	-50	-0.011826204301075283
895	easy goal	1	0	-0.005058537634408555
895	easy goal	1	50	0.029974629032258004
895	easy goal	1	100	0.06012996236559139
895	easy goal	1	150	0.1102866290322581
895	easy goal	1	200	0.15304729569892475
895	easy goal	1	250	0.18252379569892466
895	easy goal	1	300	0.20326562903225795
895	easy goal	1	350	0.24611196236559132
895	easy goal	1	400	0.2668859623655914
895	easy goal	1	450	0.2897597956989246
895	easy goal	1	500	0.35604446236559123
895	easy goal	1	550	0.372900129032258
895	easy goal	1	600	0.3955492956989246
895	easy goal	1	650	0.42964412903225807
895	easy goal	1	700	0.5122366290322581
895	easy goal	1	750	0.495321629032258
895	easy goal	1	800	0.480345629032258
895	easy goal	1	850	0.4271287956989247
895	easy goal	1	900	0.391306129032258
895	easy goal	1	950	0.39207296236559147
895	easy goal	1	1e3	0.4014171290322579
895	easy goal	1	1050	0.4045297956989247
895	easy goal	1	1100	0.4447504623655914
895	easy goal	1	1150	0.4424887956989247
895	easy goal	2	-200	0.02869264976958506
895	easy goal	2	-150	0.022475268817204148
895	easy goal	2	-100	0.0030926021505374526
895	easy goal	2	-50	-0.020564064516129132
895	easy goal	2	0	-0.03847856451612919
895	easy goal	2	50	-0.05652589784946257
895	easy goal	2	100	-0.05874223118279587
895	easy goal	2	150	-0.06367989784946244
895	easy goal	2	200	-0.07010356451612905
895	easy goal	2	250	-0.04561656451612928
895	easy goal	2	300	-0.05407256451612922
895	easy goal	2	350	-0.04348889784946253
895	easy goal	2	400	-0.051854897849462546
895	easy goal	2	450	-0.05014389784946253
895	easy goal	2	500	-0.014970064516129108
895	easy goal	2	550	0.06708110215053746
895	easy goal	2	600	0.08492943548387077
895	easy goal	2	650	0.06551110215053746
895	easy goal	2	700	0.11965026881720416
895	easy goal	2	750	0.15823976881720414
895	easy goal	2	800	0.20868360215053752
895	easy goal	2	850	0.1848971021505376
895	easy goal	2	900	0.10120743548387101
895	easy goal	2	950	NA
895	easy goal	2	1e3	-0.4052330645161293
895	easy goal	2	1050	0.11397343548387069
895	easy goal	2	1100	0.024801935483870885
895	easy goal	2	1150	0.027274935483870832
895	easy goal	3	-200	0.03249380000000005
895	easy goal	3	-150	0.02083196666666683
895	easy goal	3	-100	-0.010460533333333188
895	easy goal	3	-50	-0.022039366666666577
895	easy goal	3	0	-0.0208258666666666
895	easy goal	3	50	-0.0017895333333332413
895	easy goal	3	100	0.036035300000000214
895	easy goal	3	150	0.060078300000000175
895	easy goal	3	200	0.08302513333333339
895	easy goal	3	250	0.11678230000000012
895	easy goal	3	300	0.17036546666666688
895	easy goal	3	350	0.18753313333333352
895	easy goal	3	400	0.1700164666666669
895	easy goal	3	450	0.16428196666666675
895	easy goal	3	500	0.17714713333333343
895	easy goal	3	550	0.18535913333333354
895	easy goal	3	600	0.2312936333333334
895	easy goal	3	650	0.2872289666666668
895	easy goal	3	700	0.28237713333333353
895	easy goal	3	750	0.23112830000000018
895	easy goal	3	800	0.18497796666666674
895	easy goal	3	850	0.17964296666666688
895	easy goal	3	900	0.13063413333333349
895	easy goal	3	950	0.0916696333333334
895	easy goal	3	1e3	0.00944546666666679
895	easy goal	3	1050	-0.020847866666666492
895	easy goal	3	1100	-0.013804199999999822
895	easy goal	3	1150	0.007830800000000249
895	easy goal	4	-200	-0.023855746543778915
895	easy goal	4	-150	-0.011534032258064597
895	easy goal	4	-100	-0.013521698924731465
895	easy goal	4	-50	0.029666467741935303
895	easy goal	4	0	0.023220967741935345
895	easy goal	4	50	0.06445113440860199
895	easy goal	4	100	0.06860146774193532
895	easy goal	4	150	0.07850163440860196
895	easy goal	4	200	0.09899980107526855
895	easy goal	4	250	0.11392763440860199
895	easy goal	4	300	0.12729730107526863
895	easy goal	4	350	0.14914496774193528
895	easy goal	4	400	0.19085213440860196
895	easy goal	4	450	0.21751480107526855
895	easy goal	4	500	0.261931134408602
895	easy goal	4	550	0.28538580107526873
895	easy goal	4	600	0.33907180107526863
895	easy goal	4	650	0.33763513440860193
895	easy goal	4	700	0.38681313440860204
895	easy goal	4	750	0.38745663440860195
895	easy goal	4	800	0.33655513440860196
895	easy goal	4	850	0.26445880107526865
895	easy goal	4	900	0.2555216344086019
895	easy goal	4	950	0.24411180107526867
895	easy goal	4	1e3	0.18073046774193532
895	easy goal	4	1050	0.1755664677419353
895	easy goal	4	1100	0.1509338010752687
895	easy goal	4	1150	0.15708930107526853
895	easy goal	5	-200	-0.016600870967741814
895	easy goal	5	-150	-0.02466470430107511
895	easy goal	5	-100	-0.014553704301075054
895	easy goal	5	-50	0.009008129032258264
895	easy goal	5	0	0.04957796236559157
895	easy goal	5	50	0.08602046236559151
895	easy goal	5	100	0.10607729569892488
895	easy goal	5	150	0.10896362903225813
895	easy goal	5	200	0.11591029569892486
895	easy goal	5	250	0.0984947956989249
895	easy goal	5	300	0.09647179569892488
895	easy goal	5	350	0.10035379569892482
895	easy goal	5	400	0.1372081290322582
895	easy goal	5	450	0.23340129569892495
895	easy goal	5	500	0.2678302956989249
895	easy goal	5	550	0.2885052956989249
895	easy goal	5	600	0.30771746236559155
895	easy goal	5	650	0.29488096236559164
895	easy goal	5	700	0.30528529569892493
895	easy goal	5	750	0.2842944623655916
895	easy goal	5	800	0.24234779569892484
895	easy goal	5	850	0.2503099623655915
895	easy goal	5	900	0.2005236290322582
895	easy goal	5	950	0.1685024623655916
895	easy goal	5	1e3	0.10784112903225822
895	easy goal	5	1050	0.08707279569892486
895	easy goal	5	1100	0.07758296236559163
895	easy goal	5	1150	0.05810012903225825
895	easy goal	6	-200	0.06126338248847902
895	easy goal	6	-150	0.01601543010752667
895	easy goal	6	-100	-0.028143236559139934
895	easy goal	6	-50	-0.03729273655914008
895	easy goal	6	0	-0.022053403225806623
895	easy goal	6	50	-0.023495569892473405
895	easy goal	6	100	-0.05618973655914002
895	easy goal	6	150	-0.060032569892473374
895	easy goal	6	200	-0.055118069892473365
895	easy goal	6	250	-0.05651056989247342
895	easy goal	6	300	-0.05912156989247341
895	easy goal	6	350	-0.0552287365591401
895	easy goal	6	400	-0.03784223655914013
895	easy goal	6	450	8.763440859945367e-6
895	easy goal	6	500	0.07036059677419322
895	easy goal	6	550	0.14430276344086002
895	easy goal	6	600	0.18791826344085996
895	easy goal	6	650	0.21424993010752655
895	easy goal	6	700	0.23598076344086003
895	easy goal	6	750	0.22264893010752665
895	easy goal	6	800	0.2125559301075266
895	easy goal	6	850	0.18548676344086004
895	easy goal	6	900	0.09912293010752664
895	easy goal	6	950	0.10546276344086003
895	easy goal	6	1e3	0.07235343010752675
895	easy goal	6	1050	NA
895	easy goal	6	1100	NA
895	easy goal	6	1150	0.07681609677419318
895	easy goal	7	-200	0.011090368663594332
895	easy goal	7	-150	-0.005624774193548454
895	easy goal	7	-100	-0.011273774193548544
895	easy goal	7	-50	-0.004675940860215204
895	easy goal	7	0	0.008635725806451555
895	easy goal	7	50	0.014968892473118093
895	easy goal	7	100	0.022181225806451394
895	easy goal	7	150	0.04095522580645139
895	easy goal	7	200	0.04376405913978484
895	easy goal	7	250	0.07298872580645151
895	easy goal	7	300	0.062033892473118156
895	easy goal	7	350	0.07443189247311814
895	easy goal	7	400	0.0706217258064515
895	easy goal	7	450	0.08404889247311813
895	easy goal	7	500	0.11267289247311811
895	easy goal	7	550	0.12791289247311818
895	easy goal	7	600	0.1552772258064515
895	easy goal	7	650	0.21139705913978482
895	easy goal	7	700	0.2614650591397847
895	easy goal	7	750	0.2751027258064514
895	easy goal	7	800	0.2955250591397847
895	easy goal	7	850	0.33143022580645143
895	easy goal	7	900	NA
895	easy goal	7	950	NA
895	easy goal	7	1e3	0.21585122580645155
895	easy goal	7	1050	0.3437729758064515
895	easy goal	7	1100	0.2657833924731183
895	easy goal	7	1150	0.2874168924731182
895	easy goal	8	-200	-0.025368069124423926
895	easy goal	8	-150	-0.0045170215053763245
895	easy goal	8	-100	0.0100396451612903
895	easy goal	8	-50	0.011917978494623727
895	easy goal	8	0	0.012155478494623617
895	easy goal	8	50	0.015311145161290321
895	easy goal	8	100	0.017292978494623634
895	easy goal	8	150	0.02481564516129035
895	easy goal	8	200	0.03163914516129037
895	easy goal	8	250	0.017975311827956936
895	easy goal	8	300	0.044570311827956934
895	easy goal	8	350	0.022825145161290344
895	easy goal	8	400	0.054853145161290286
895	easy goal	8	450	0.09904364516129031
895	easy goal	8	500	0.138993811827957
895	easy goal	8	550	0.1593906451612903
895	easy goal	8	600	0.21753764516129034
