Subject	condition	TrialId	pretrial_pupil	pretrial_rank
1020	goal + feedback	1	2.6979065435684646	70
1020	goal + feedback	2	2.829260245614035	98
1020	goal + feedback	3	2.781544751091703	92
1020	goal + feedback	4	3.008070087378641	113
1020	goal + feedback	5	2.8952440772727273	107
1020	goal + feedback	6	2.9897074629629627	112
1020	goal + feedback	7	3.1283181688311688	116
1020	goal + feedback	8	2.7172196932773107	78
1020	goal + feedback	9	2.8604720087336246	102
1020	goal + feedback	10	2.856205029787234	100
1020	goal + feedback	11	2.590900186956522	38
1020	goal + feedback	12	2.6907409158878504	65
1020	goal + feedback	13	2.706050442477876	74
1020	goal + feedback	14	2.6297239670781893	53
1020	goal + feedback	15	2.7631952832618025	86
1020	goal + feedback	16	2.813139004784689	96
1020	goal + feedback	17	2.885422647826087	105
1020	goal + feedback	18	2.733117608910891	81
1020	goal + feedback	19	2.6284852827868854	52
1020	goal + feedback	20	2.565602092920354	33
1020	goal + feedback	21	2.533831047826087	26
1020	goal + feedback	22	2.8327888465116278	99
1020	goal + feedback	23	2.704820488986784	73
1020	goal + feedback	24	2.7288311038961037	79
1020	goal + feedback	25	2.6916565953488374	66
1020	goal + feedback	26	2.6310556	55
1020	goal + feedback	27	2.6932431263157897	68
1020	goal + feedback	28	2.648753363057325	59
1020	goal + feedback	29	3.13017696875	117
1020	goal + feedback	30	2.8852926556603773	104
1020	goal + feedback	32	2.7791279854368933	91
1020	goal + feedback	33	2.667762164319249	61
1020	goal + feedback	34	2.3660547098445597	3
1020	goal + feedback	35	2.7725332692307694	89
1020	goal + feedback	36	2.528564839506173	23
1020	goal + feedback	37	2.603832434042553	45
1020	goal + feedback	38	2.596660288135593	40
1020	goal + feedback	39	2.90041121875	109
1020	goal + feedback	40	2.623532170212766	51
1020	goal + feedback	41	2.9004076545454547	108
1020	goal + feedback	42	2.7000895485436893	72
1020	goal + feedback	43	2.5844843614457833	37
1020	goal + feedback	44	2.533330783783784	25
1020	goal + feedback	45	2.5275495330578512	22
1020	goal + feedback	46	2.694904558252427	69
1020	goal + feedback	47	2.6926779752066117	67
1020	goal + feedback	48	2.630703575609756	54
1020	goal + feedback	49	2.6155831529411766	48
1020	goal + feedback	50	2.6117785133928573	47
1020	goal + feedback	51	2.7490674471153844	85
1020	goal + feedback	52	2.797399871244635	95
1020	goal + feedback	53	2.736490642857143	82
1020	goal + feedback	54	2.7102850930232556	76
1020	goal + feedback	56	2.7121257765957445	77
1020	goal + feedback	57	3.07890375308642	115
1020	goal + feedback	58	2.556047429268293	30
1020	goal + feedback	59	2.44816702739726	9
1020	goal + feedback	60	2.7087297741935483	75
1020	goal + feedback	61	3.178370093023256	119
1020	goal + feedback	62	2.547482142857143	29
1020	goal + feedback	63	2.4870166025641027	12
1020	goal + feedback	65	2.6008431360544217	43
1020	goal + feedback	66	2.8562822615384613	101
1020	goal + feedback	67	2.5424472105263156	28
1020	goal + feedback	68	2.778979104651163	90
1020	goal + feedback	69	2.7473751202531647	84
1020	goal + feedback	70	2.7660820752688173	87
1020	goal + feedback	71	2.5619327722772276	31
1020	goal + feedback	72	2.7676215229357797	88
1020	goal + feedback	73	2.7821829285714283	93
1020	goal + feedback	74	2.616711	49
1020	goal + feedback	75	NA	120
1020	goal + feedback	76	2.969981833333333	110
1020	goal + feedback	78	2.5020808021978023	17
1020	goal + feedback	79	2.562240216216216	32
1020	goal + feedback	80	2.5286373617021276	24
1020	goal + feedback	81	2.4425593675675676	8
1020	goal + feedback	83	2.5720990163934427	35
1020	goal + feedback	84	2.450824227272727	10
1020	goal + feedback	85	2.87111641	103
1020	goal + feedback	86	2.9792024175824174	111
1020	goal + feedback	87	2.631230474285714	56
1020	goal + feedback	89	2.7473634807692306	83
1020	goal + feedback	91	2.7904143571428572	94
1020	goal + feedback	92	3.075803	114
1020	goal + feedback	93	2.597767894736842	42
1020	goal + feedback	95	2.4873587130434784	13
1020	goal + feedback	96	2.663397957317073	60
1020	goal + feedback	98	2.6033959836065574	44
1020	goal + feedback	99	2.5799675238095237	36
1020	goal + feedback	101	2.5961506666666665	39
1020	goal + feedback	102	NA	121
1020	goal + feedback	103	NA	122
1020	goal + feedback	104	2.6109902083333334	46
1020	goal + feedback	105	2.477711348837209	11
1020	goal + feedback	106	NA	123
1020	goal + feedback	107	2.6866290588235295	63
1020	goal + feedback	112	2.2797423333333335	1
1020	goal + feedback	113	2.7296000214285714	80
1020	goal + feedback	114	3.134441922330097	118
1020	goal + feedback	115	NA	124
1020	goal + feedback	116	2.621604734177215	50
1020	goal + feedback	117	2.521859027027027	21
1020	goal + feedback	118	2.507312782828283	18
1020	goal + feedback	119	2.5143547826086956	19
1020	goal + feedback	120	2.491338	15
1020	goal + feedback	121	2.814296575471698	97
1020	goal + feedback	122	2.681467564516129	62
1020	goal + feedback	123	2.51632901369863	20
1020	goal + feedback	124	2.8916650833333333	106
1020	goal + feedback	125	2.698967392857143	71
1020	goal + feedback	126	2.3277891366459627	2
1020	goal + feedback	127	2.4889391775700935	14
1020	goal + feedback	128	2.5976724358974357	41
1020	goal + feedback	129	2.6880446315789475	64
1020	goal + feedback	130	2.568018153846154	34
1020	goal + feedback	131	2.384031522727273	4
1020	goal + feedback	132	2.501500376470588	16
1020	goal + feedback	133	2.4004796354166666	5
1020	goal + feedback	134	2.401223004219409	6
1020	goal + feedback	135	2.6474685862068967	58
1020	goal + feedback	136	2.412029327510917	7
1020	goal + feedback	137	2.6326464615384615	57
1020	goal + feedback	138	NA	125
1020	goal + feedback	139	2.5418938229166668	27
1020	goal + feedback	140	NA	126
