Subject	TrialId	bin	pupil_change
1180	1	-200	0.004014285714285558
1180	1	-150	-0.04886883333333358
1180	1	-100	-0.01795833333333352
1180	1	-50	0.014265666666666435
1180	1	0	0.04787816666666641
1180	1	50	0.0649134999999997
1180	1	100	0.07315599999999978
1180	1	150	0.09232183333333317
1180	1	200	0.05741983333333319
1180	1	250	0.09861466666666636
1180	1	300	0.16895299999999983
1180	1	350	0.19554766666666637
1180	1	400	0.27726749999999994
1180	1	450	0.26693299999999986
1180	1	500	0.3544548333333332
1180	1	550	0.39146866666666663
1180	1	600	0.42224033333333316
1180	1	650	0.4291161666666666
1180	1	700	0.3915548333333332
1180	1	750	0.2813909999999997
1180	1	800	NA
1180	1	850	0.2945109999999998
1180	1	900	0.1731014999999998
1180	1	950	0.2263424999999999
1180	1	1e3	0.2232771666666665
1180	1	1050	0.18873916666666654
1180	1	1100	0.19261133333333294
1180	1	1150	0.1862139999999998
1180	2	-200	NA
1180	2	-150	0.07744052380952393
1180	2	-100	-0.11394597619047604
1180	2	-50	-0.026879642857142727
1180	2	0	0.10210535714285718
1180	2	50	0.039441023809523745
1180	2	100	0.10241702380952382
1180	2	150	-0.007917809523809419
1180	2	200	-0.14345430952380944
1180	2	250	-0.20995180952380954
1180	2	300	-0.19593530952380958
1180	2	350	-0.16672080952380952
1180	2	400	-0.18992197619047624
1180	2	450	-0.2559776428571428
1180	2	500	-0.2892501428571428
1180	2	550	-0.18809464285714284
1180	2	600	-0.10886164285714273
1180	2	650	-0.1894028095238094
1180	2	700	NA
1180	2	750	NA
1180	2	800	0.07831999047619043
1180	2	850	-0.16312864285714287
1180	2	900	NA
1180	2	950	NA
1180	2	1e3	-0.01655580952380964
1180	2	1050	0.28187502380952395
1180	2	1100	0.17566669047619055
1180	2	1150	0.23388602380952403
1180	3	-200	-0.029489447004608444
1180	3	-150	-0.05811666129032278
1180	3	-100	-0.003176994623656023
1180	3	-50	-0.014358494623656052
1180	3	0	0.11005650537634397
1180	3	50	0.1575801720430107
1180	3	100	0.08228300537634392
1180	3	150	0.0748203387096773
1180	3	200	0.1613391720430107
1180	3	250	0.05071050537634392
1180	3	300	0.10292550537634397
1180	3	350	0.13190783870967718
1180	3	400	0.1438795053763439
1180	3	450	0.19404350537634393
1180	3	500	0.21641083870967734
1180	3	550	0.20364667204301057
1180	3	600	0.3727906720430106
1180	3	650	0.37755133870967733
1180	3	700	0.45220333870967727
1180	3	750	0.39617633870967733
1180	3	800	0.4295408387096773
1180	3	850	0.367615005376344
1180	3	900	0.4354566720430106
1180	3	950	0.4386970053763439
1180	3	1e3	NA
1180	3	1050	NA
1180	3	1100	0.41852633870967715
1180	3	1150	0.6195238387096773
1180	4	-200	-0.05806274193548396
1180	4	-150	0.04025092473118271
1180	4	-100	0.02370075806451603
1180	4	-50	-0.0035940752688173503
1180	4	0	0.007382258064516127
1180	4	50	-0.009081575268817218
1180	4	100	-0.07275407526881732
1180	4	150	-0.07004424193548393
1180	4	200	-0.08017990860215063
1180	4	250	2.7580645160322588e-6
1180	4	300	0.017616591397849362
1180	4	350	0.03779259139784941
1180	4	400	0.0871380913978493
1180	4	450	0.1489109247311827
1180	4	500	0.17426092473118274
1180	4	550	0.18576559139784923
1180	4	600	0.27980209139784934
1180	4	650	0.3058232580645161
1180	4	700	0.30460792473118276
1180	4	750	0.29898525806451604
1180	4	800	NA
1180	4	850	NA
1180	4	900	NA
1180	4	950	NA
1180	4	1e3	NA
1180	4	1050	NA
1180	4	1100	0.17640875806451595
1180	4	1150	-0.15354674193548404
1180	5	-200	-0.02705012903225785
1180	5	-150	-0.03895412903225792
1180	5	-100	0.08478170430107539
1180	5	-50	0.006603370967742069
1180	5	0	-0.020872462365591222
1180	5	50	0.007209537634408718
1180	5	100	0.003120870967742088
1180	5	150	0.01874120430107551
1180	5	200	0.09900370430107541
1180	5	250	0.06019637096774207
1180	5	300	0.11516270430107538
1180	5	350	0.17341970430107545
1180	5	400	0.15211320430107533
1180	5	450	0.20251470430107554
1180	5	500	0.25267637096774215
1180	5	550	0.3184107043010754
1180	5	600	0.39141637096774207
1180	5	650	0.3898232043010754
1180	5	700	0.3588425376344088
1180	5	750	0.27156387096774215
1180	5	800	0.39069153763440867
1180	5	850	0.3434281209677421
1180	5	900	NA
1180	5	950	NA
1180	5	1e3	0.28587453763440857
1180	5	1050	0.2673085376344087
1180	5	1100	0.2806155376344088
1180	5	1150	0.4207535376344087
1180	6	-200	0.08045108755760363
1180	6	-150	-0.015740983870967673
1180	6	-100	0.015700682795698844
1180	6	-50	-0.019840317204301128
1180	6	0	-0.07397898387096769
1180	6	50	-0.08874398387096767
1180	6	100	-0.07829873387096775
1180	6	150	NA
1180	6	200	NA
1180	6	250	-0.25035648387096776
1180	6	300	0.09922351612903217
1180	6	350	-0.3579223172043011
1180	6	400	-0.26751481720430115
1180	6	450	-0.247063817204301
1180	6	500	-0.10667315053763438
1180	6	550	-0.03002881720430099
1180	6	600	0.01732134946236556
1180	6	650	0.055073016129032405
1180	6	700	0.07999418279569892
1180	6	750	0.07560884946236553
1180	6	800	0.08774851612903234
1180	6	850	0.0866630161290322
1180	6	900	0.07226334946236553
1180	6	950	0.06494968279569886
1180	6	1e3	0.024164349462365564
1180	6	1050	-0.0620101505376344
1180	6	1100	-0.11343165053763449
1180	6	1150	-0.06158248387096784
1180	7	-200	0.03657177419354823
1180	7	-150	-0.026340559139785096
1180	7	-100	-0.010173392473118362
1180	7	-50	0.012848107526881517
1180	7	0	-0.019001225806451732
1180	7	50	-0.028220892473118358
1180	7	100	0.009754274193548204
1180	7	150	-0.02793555913978496
1180	7	200	-0.04145672580645169
1180	7	250	0.016630440860214923
1180	7	300	0.016901774193548286
1180	7	350	0.04584494086021492
1180	7	400	0.11146744086021491
1180	7	450	0.16622094086021488
1180	7	500	0.20783744086021497
1180	7	550	0.15066044086021488
1180	7	600	0.36774660752688154
1180	7	650	0.4103201075268816
1180	7	700	0.4087757741935482
1180	7	750	0.4240396075268816
1180	7	800	0.4544727741935482
1180	7	850	NA
1180	7	900	NA
1180	7	950	0.46045377419354816
1180	7	1e3	0.7732091075268815
1180	7	1050	0.5179624408602149
1180	7	1100	0.5649801075268817
1180	7	1150	0.5546652741935482
1180	8	-200	-0.05382026666666673
1180	8	-150	-0.007240100000000045
1180	8	-100	0.024618733333333347
1180	8	-50	0.013918566666666651
1180	8	0	0.02252306666666663
1180	8	50	0.03293739999999993
1180	8	100	0.031222566666666562
1180	8	150	0.0799315666666666
1180	8	200	0.14252123333333322
1180	8	250	0.2341172333333333
1180	8	300	0.24964139999999987
1180	8	350	0.3654652333333333
1180	8	400	0.3111207333333333
1180	8	450	0.46841506666666666
1180	8	500	0.5039743999999999
1180	8	550	0.5433987333333332
1180	8	600	0.6390896333333332
1180	8	650	NA
1180	8	700	NA
1180	8	750	0.700297233333333
1180	8	800	0.5019930666666667
1180	8	850	0.24295239999999993
1180	8	900	0.3578972333333333
1180	8	950	0.3442192333333333
1180	8	1e3	0.38154803333333326
1180	8	1050	0.38068256666666667
1180	8	1100	NA
1180	8	1150	0.21667889999999992
1180	9	-200	0.04224343317972368
1180	9	-150	-0.08986354301075254
1180	9	-100	0.020958456989247438
1180	9	-50	-0.003093876344085903
1180	9	0	0.022714956989247376
1180	9	50	0.09141995698924754
1180	9	100	0.07806912365591412
1180	9	150	0.13387245698924746
1180	9	200	0.13106062365591412
1180	9	250	0.13062745698924746
1180	9	300	0.2049577903225809
1180	9	350	0.21924979032258074
1180	9	400	0.2648911236559141
1180	9	450	0.29668295698924735
1180	9	500	0.28246529032258083
1180	9	550	0.32827445698924757
1180	9	600	0.3571077903225806
1180	9	650	0.3017072903225808
1180	9	700	NA
1180	9	750	NA
1180	9	800	0.06917429032258085
1180	9	850	0.17460679032258083
1180	9	900	0.03243779032258076
1180	9	950	-0.07249020967741922
1180	9	1e3	-0.026956876344085872
1180	9	1050	-0.018461043010752576
1180	9	1100	0.02202395698924738
1180	9	1150	0.04082645698924744
1180	10	-200	-0.10320103333333337
1180	10	-150	-0.06244936666666656
1180	10	-100	0.014937466666666696
1180	10	-50	0.0718111333333334
1180	10	0	0.07890180000000006
1180	10	50	0.08457063333333337
1180	10	100	0.12080396666666664
1180	10	150	0.12466463333333344
1180	10	200	0.12932229999999997
1180	10	250	0.1946918000000001
1180	10	300	0.2126959666666667
1180	10	350	0.1331189666666667
1180	10	400	0.17148596666666674
1180	10	450	0.2792739666666666
1180	10	500	0.16955063333333334
1180	10	550	0.34017496666666674
1180	10	600	0.3504049666666667
1180	10	650	0.22294469999999994
1180	10	700	NA
1180	10	750	NA
1180	10	800	0.011506900000000098
1180	10	850	-0.025281299999999972
1180	10	900	-0.02929303333333329
1180	10	950	-0.04768353333333342
1180	10	1e3	0.04774363333333335
1180	10	1050	3.380000000004676e-5
1180	10	1100	7.141333333332925e-4
1180	10	1150	0.057814585714285806
1180	11	-200	0.0997383640552995
1180	11	-150	0.05343910215053752
1180	11	-100	-0.09397256451612912
1180	11	-50	-0.03822756451612911
1180	11	0	-0.03760039784946242
1180	11	50	-0.07286723118279581
1180	11	100	-0.016252564516129036
1180	11	150	-0.0014330645161290494
1180	11	200	0.01839043548387102
1180	11	250	0.18393326881720426
1180	11	300	0.18297043548387096
1180	11	350	0.1633254354838709
1180	11	400	0.17796776881720425
1180	11	450	0.2567119354838709
1180	11	500	0.4243086021505376
1180	11	550	0.42159193548387086
1180	11	600	0.46489860215053763
1180	11	650	0.5178551021505374
1180	11	700	0.46656360215053755
1180	11	750	NA
