Subject	TrialId	bin	pupil_change
1179	2	-200	0.0033457649769584714
1179	2	-150	-0.0051976397849465466
1179	2	-100	-0.0053159731182798415
1179	2	-50	-7.38806451613024e-4
1179	2	0	0.007349026881720307
1179	2	50	0.015371026881720281
1179	2	100	0.036041860215053546
1179	2	150	0.05634252688172022
1179	2	200	0.06250636021505344
1179	2	250	0.05296352688172027
1179	2	300	0.054134860215053614
1179	2	350	0.0402328602150536
1179	2	400	0.039138860215053604
1179	2	450	0.02923202688172033
1179	2	500	0.048813693548387015
1179	2	550	0.08207002688172012
1179	2	600	0.12273286021505363
1179	2	650	0.14152386021505356
1179	2	700	0.10994836021505365
1179	2	750	0.03660469354838695
1179	2	800	-0.04450497311827991
1179	2	850	-0.10949547311827985
1179	2	900	-0.14930763978494652
1179	2	950	-0.1554889731182798
1179	2	1e3	-0.1502014731182797
1179	2	1050	-0.1405926397849465
1179	2	1100	-0.10324263978494648
1179	2	1150	-0.06620313978494637
1179	3	-200	-0.003157658986174943
1179	3	-150	-0.0013740161290322443
1179	3	-100	-0.002153849462365335
1179	3	-50	-0.0024120161290319686
1179	3	0	0.009623817204301202
1179	3	50	0.01607381720430127
1179	3	100	0.03805931720430111
1179	3	150	0.06420765053763455
1179	3	200	0.07832681720430124
1179	3	250	0.10683631720430142
1179	3	300	0.09781365053763451
1179	3	350	0.10406648387096788
1179	3	400	0.1163763172043013
1179	3	450	0.11869881720430146
1179	3	500	0.1541864838709679
1179	3	550	0.18741098387096797
1179	3	600	0.22888581720430112
1179	3	650	0.247600483870968
1179	3	700	0.2379931505376347
1179	3	750	0.17659065053763445
1179	3	800	0.11965981720430137
1179	3	850	0.07744015053763453
1179	3	900	0.03971581720430114
1179	3	950	0.0316683172043013
1179	3	1e3	0.03381215053763453
1179	3	1050	0.02113198387096782
1179	3	1100	-0.1666203161290322
1179	3	1150	NA
1179	4	-200	-0.039357903225806644
1179	4	-150	-0.029251069892473353
1179	4	-100	0.016170096774193343
1179	4	-50	0.043492763440860026
1179	4	0	0.01550576344086004
1179	4	50	0.047953096774193384
1179	4	100	0.0736187634408602
1179	4	150	0.05343226344085994
1179	4	200	0.07485676344086005
1179	4	250	0.0819160967741935
1179	4	300	0.09199493010752684
1179	4	350	0.10517243010752668
1179	4	400	0.13496759677419337
1179	4	450	0.13748059677419322
1179	4	500	0.17872493010752658
1179	4	550	0.2200770967741934
1179	4	600	0.23391309677419322
1179	4	650	0.24943726344086
1179	4	700	0.23468443010752674
1179	4	750	0.19675726344085995
1179	4	800	0.14317359677419317
1179	4	850	0.07797743010752652
1179	4	900	0.04538409677419334
1179	4	950	0.024346430107526684
1179	4	1e3	0.017641263440860033
1179	4	1050	0.03486209677419342
1179	4	1100	0.06070276344085982
1179	4	1150	0.09134376344085997
1179	5	-200	-0.022208633333333044
1179	5	-150	-0.012225633333333116
1179	5	-100	0.01154386666666681
1179	5	-50	0.014385366666666824
1179	5	0	0.008505033333333559
1179	5	50	0.02845836666666705
1179	5	100	0.012343700000000476
1179	5	150	0.015219700000000428
1179	5	200	0.008594033333333565
1179	5	250	-0.010387966666666415
1179	5	300	-0.04012596666666646
1179	5	350	-0.07060096666666649
1179	5	400	-0.08405610952380917
1179	5	450	-0.08366279999999977
1179	5	500	-0.0965304666666665
1179	5	550	-0.0755369666666665
1179	5	600	-0.04421382380952351
1179	5	650	-0.021809566666666315
1179	5	700	-0.004237395238094902
1179	5	750	-0.02060746666666624
1179	5	800	-0.08393929999999965
1179	5	850	-0.14912446666666637
1179	5	900	-0.195175133333333
1179	5	950	-0.21936963333333312
1179	5	1e3	-0.22933263333333298
1179	5	1050	-0.22707813333333302
1179	5	1100	-0.2195776333333331
1179	5	1150	-0.2195722999999997
1179	6	-200	0.1601092268907563
1179	6	-150	0.08036127450980406
1179	6	-100	NA
1179	6	-50	NA
1179	6	0	-0.4007330588235294
1179	6	50	-0.013911892156862763
1179	6	100	0.12693560784313726
1179	6	150	0.15312460784313728
1179	6	200	0.19152627450980395
1179	6	250	0.195903774509804
1179	6	300	0.1773204411764707
1179	6	350	0.1199076078431373
1179	6	400	0.0642792745098039
1179	6	450	0.040450941176470634
1179	6	500	0.016961774509803924
1179	6	550	0.04608427450980401
1179	6	600	0.041360107843137296
1179	6	650	0.05734644117647066
1179	6	700	0.014071774509803939
1179	6	750	-0.00398739215686265
1179	6	800	-0.06962589215686273
1179	6	850	-0.09549872549019607
1179	6	900	-0.09726772549019606
1179	6	950	-0.09142155882352943
1179	6	1e3	-0.11327089215686266
1179	6	1050	-0.034800892156862696
1179	6	1100	0.025712774509804026
1179	6	1150	0.08157710784313732
1179	7	-200	-0.046835566820276675
1179	7	-150	-0.03595137634408611
1179	7	-100	0.009802290322580584
1179	7	-50	0.022894290322580464
1179	7	0	0.057896290322580445
1179	7	50	0.06579629032258054
1179	7	100	0.08744962365591391
1179	7	150	0.09685979032258067
1179	7	200	0.1008816236559138
1179	7	250	0.0889909569892473
1179	7	300	0.07611212365591384
1179	7	350	0.04793129032258051
1179	7	400	0.009346123655913882
1179	7	450	-0.020569376344086027
1179	7	500	-0.04708670967741946
1179	7	550	-0.041138543010752704
1179	7	600	-0.027484376344086108
1179	7	650	-0.014897876344086125
1179	7	700	-0.03617837634408616
1179	7	750	-0.049033709677419456
1179	7	800	-0.0965690430107528
1179	7	850	-0.1278268763440861
1179	7	900	-0.1528392096774195
1179	7	950	-0.14749954301075277
1179	7	1e3	-0.1631768763440861
1179	7	1050	-0.15508887634408616
