Subject	condition	TrialId	bin	pupil_change
980	goal + feedback	1	-200	-0.014607720430107681
980	goal + feedback	1	-150	-0.009496887096774431
980	goal + feedback	1	-100	0.012319041474654189
980	goal + feedback	1	-50	-0.0010122204301077353
980	goal + feedback	1	0	0.010744612903225592
980	goal + feedback	1	50	0.029311612903225665
980	goal + feedback	1	100	0.1429494462365588
980	goal + feedback	1	150	0.15606394623655895
980	goal + feedback	1	200	0.0910648129032257
980	goal + feedback	1	250	0.11910661290322563
980	goal + feedback	1	300	0.1515976129032257
980	goal + feedback	1	350	0.14747827956989235
980	goal + feedback	1	400	0.1869797795698922
980	goal + feedback	1	450	0.2524161129032256
980	goal + feedback	1	500	0.19757811290322547
980	goal + feedback	1	550	0.24950211290322555
980	goal + feedback	1	600	0.35205027956989227
980	goal + feedback	1	650	0.45199494623655895
980	goal + feedback	1	700	0.43514227956989227
980	goal + feedback	1	750	0.42267444623655887
980	goal + feedback	1	800	0.37580927956989235
980	goal + feedback	1	850	0.29764477956989227
980	goal + feedback	1	900	0.3058327795698923
980	goal + feedback	1	950	0.2278597795698923
980	goal + feedback	1	1e3	0.20787527956989238
980	goal + feedback	1	1050	0.1858756129032256
980	goal + feedback	1	1100	0.18794061290322558
980	goal + feedback	1	1150	0.16349227956989223
980	goal + feedback	2	-200	-0.04250703225806455
980	goal + feedback	2	-150	0.0018074677419354461
980	goal + feedback	2	-100	0.002701967741935466
980	goal + feedback	2	-50	0.008671301075268737
980	goal + feedback	2	0	0.03641080107526884
980	goal + feedback	2	50	0.025404301075268698
980	goal + feedback	2	100	0.03307346774193546
980	goal + feedback	2	150	0.05540546774193548
980	goal + feedback	2	200	0.06670930107526878
980	goal + feedback	2	250	0.07490496774193549
980	goal + feedback	2	300	0.12263763440860213
980	goal + feedback	2	350	0.13418063440860215
980	goal + feedback	2	400	0.15074613440860216
980	goal + feedback	2	450	0.18810430107526885
980	goal + feedback	2	500	0.21447163440860217
980	goal + feedback	2	550	0.25657613440860216
980	goal + feedback	2	600	0.3162838010752687
980	goal + feedback	2	650	0.3576618010752688
