Subject	condition	TrialId	bin	pupil_change
1072	goal + feedback	1	-200	-8.382333333333639e-4
1072	goal + feedback	1	-150	-0.009739233333333189
1072	goal + feedback	1	-100	0.005453433333333442
1072	goal + feedback	1	-50	0.01932009999999999
1072	goal + feedback	1	0	-0.014196066666666582
1072	goal + feedback	1	50	0.04803193333333344
1072	goal + feedback	1	100	-0.011974066666666635
1072	goal + feedback	1	150	-0.0500442333333333
1072	goal + feedback	1	200	-0.03258139999999998
1072	goal + feedback	1	250	-0.06018380476190467
1072	goal + feedback	1	300	-0.07393263333333326
1072	goal + feedback	1	350	-0.08121573333333328
1072	goal + feedback	1	400	-0.017977566666666684
1072	goal + feedback	1	450	-0.052298233333333354
1072	goal + feedback	1	500	0.052693433333333393
1072	goal + feedback	1	550	-2.8289999999990084e-4
1072	goal + feedback	1	600	0.03488493333333342
1072	goal + feedback	1	650	0.09688419523809529
1072	goal + feedback	1	700	0.07051056666666664
1072	goal + feedback	1	750	0.017467480952381122
1072	goal + feedback	1	800	0.02302460000000021
1072	goal + feedback	1	850	-0.022100066666666567
1072	goal + feedback	1	900	-0.09707406666666667
1072	goal + feedback	1	950	-0.32903323333333345
1072	goal + feedback	1	1e3	NA
1072	goal + feedback	1	1050	NA
1072	goal + feedback	1	1100	0.38557076666666656
1072	goal + feedback	1	1150	-0.03646837619047608
1072	goal + feedback	2	-200	0.028291907834101578
1072	goal + feedback	2	-150	0.024429193548387202
1072	goal + feedback	2	-100	-0.021257973118279445
1072	goal + feedback	2	-50	-0.015075639784946082
1072	goal + feedback	2	0	-0.021102806451612704
1072	goal + feedback	2	50	0.014117193548387252
1072	goal + feedback	2	100	0.008965026881720517
1072	goal + feedback	2	150	-0.027054806451612734
1072	goal + feedback	2	200	0.017886526881720616
1072	goal + feedback	2	250	-0.04275247311827927
1072	goal + feedback	2	300	-0.0635833064516127
1072	goal + feedback	2	350	-0.034357473118279414
1072	goal + feedback	2	400	-0.08144613978494612
1072	goal + feedback	2	450	-0.03322730645161287
1072	goal + feedback	2	500	0.041949693548387255
1072	goal + feedback	2	550	0.10638352688172066
1072	goal + feedback	2	600	0.1050510268817207
1072	goal + feedback	2	650	0.11821702688172071
1072	goal + feedback	2	700	0.08877202688172063
1072	goal + feedback	2	750	0.014861193548387256
1072	goal + feedback	2	800	0.0070240268817205465
1072	goal + feedback	2	850	-0.015881473118279327
1072	goal + feedback	2	900	-0.053248306451612715
1072	goal + feedback	2	950	-0.03025880645161257
1072	goal + feedback	2	1e3	-0.05358963978494594
1072	goal + feedback	2	1050	-0.03812013978494607
1072	goal + feedback	2	1100	-0.12840700645161274
1072	goal + feedback	2	1150	NA
1072	goal + feedback	3	-200	-0.06042536866359433
1072	goal + feedback	3	-150	-0.029472559139784787
1072	goal + feedback	3	-100	0.03029177419354852
1072	goal + feedback	3	-50	0.03746494086021516
1072	goal + feedback	3	0	0.032212107526881896
1072	goal + feedback	3	50	0.05496127419354857
1072	goal + feedback	3	100	0.058119107526881875
1072	goal + feedback	3	150	0.05642177419354851
1072	goal + feedback	3	200	0.03324544086021519
1072	goal + feedback	3	250	-0.0023373924731181126
1072	goal + feedback	3	300	-0.04155089247311813
1072	goal + feedback	3	350	-0.06357589247311816
1072	goal + feedback	3	400	-0.03121955913978473
1072	goal + feedback	3	450	-0.05474005913978486
1072	goal + feedback	3	500	0.04613460752688181
1072	goal + feedback	3	550	0.04699944086021509
1072	goal + feedback	3	600	0.1003053741935485
1072	goal + feedback	3	650	0.10413944086021514
1072	goal + feedback	3	700	0.14539977419354852
1072	goal + feedback	3	750	0.12879727419354858
1072	goal + feedback	3	800	0.08015160752688177
1072	goal + feedback	3	850	0.004972774193548579
1072	goal + feedback	3	900	NA
1072	goal + feedback	3	950	NA
1072	goal + feedback	3	1e3	-0.09179522580645161
1072	goal + feedback	3	1050	0.0062039741935485
1072	goal + feedback	3	1100	0.022641940860215055
1072	goal + feedback	3	1150	0.029305940860215134
1072	goal + feedback	4	-200	0.011559562211981511
1072	goal + feedback	4	-150	-0.0353309139784946
1072	goal + feedback	4	-100	-0.03377024731182806
1072	goal + feedback	4	-50	0.03027225268817202
1072	goal + feedback	4	0	0.025342752688171988
1072	goal + feedback	4	50	0.06663258602150535
1072	goal + feedback	4	100	0.03996525268817197
1072	goal + feedback	4	150	0.07278558602150527
1072	goal + feedback	4	200	0.11350975268817202
1072	goal + feedback	4	250	0.15238891935483867
1072	goal + feedback	4	300	0.15397791935483873
1072	goal + feedback	4	350	0.18161891935483876
1072	goal + feedback	4	400	0.22372358602150536
1072	goal + feedback	4	450	0.2670384193548387
1072	goal + feedback	4	500	0.31701391935483864
1072	goal + feedback	4	550	0.3029225860215053
1072	goal + feedback	4	600	0.2544495860215054
1072	goal + feedback	4	650	0.1712934193548387
1072	goal + feedback	4	700	0.17784008602150525
1072	goal + feedback	4	750	0.04109741935483872
1072	goal + feedback	4	800	NA
1072	goal + feedback	4	850	NA
1072	goal + feedback	4	900	NA
1072	goal + feedback	4	950	-0.04762441397849463
1072	goal + feedback	4	1e3	-0.041508580645161386
1072	goal + feedback	4	1050	-0.06067308064516134
1072	goal + feedback	4	1100	-0.09238458064516142
1072	goal + feedback	4	1150	NA
1072	goal + feedback	5	-200	-0.02178126666666687
1072	goal + feedback	5	-150	-0.0244966000000002
1072	goal + feedback	5	-100	0.021321019047618833
1072	goal + feedback	5	-50	-0.00983486666666682
1072	goal + feedback	5	0	0.02959906666666649
1072	goal + feedback	5	50	0.02771706666666633
1072	goal + feedback	5	100	-0.0017354333333335543
1072	goal + feedback	5	150	0.020009566666666423
1072	goal + feedback	5	200	0.0036450666666664557
1072	goal + feedback	5	250	-0.010621266666666962
1072	goal + feedback	5	300	-0.013920100000000213
1072	goal + feedback	5	350	-0.014273933333333563
1072	goal + feedback	5	400	0.026039590476190217
1072	goal + feedback	5	450	0.06889953333333301
1072	goal + feedback	5	500	0.09755556666666647
1072	goal + feedback	5	550	0.16495123333333309
1072	goal + feedback	5	600	0.2143745666666664
1072	goal + feedback	5	650	0.24472573333333303
1072	goal + feedback	5	700	0.20539589999999963
1072	goal + feedback	5	750	0.11667116190476166
1072	goal + feedback	5	800	0.03350473333333319
1072	goal + feedback	5	850	-0.1365649333333335
1072	goal + feedback	5	900	NA
1072	goal + feedback	5	950	-0.06246126666666685
1072	goal + feedback	5	1e3	-0.08110166666666681
1072	goal + feedback	5	1050	0.03895873333333322
1072	goal + feedback	5	1100	0.00587273333333312
1072	goal + feedback	5	1150	0.016678304761904413
1072	goal + feedback	6	-200	-0.008295728110599246
1072	goal + feedback	6	-150	-0.0059283709677420875
1072	goal + feedback	6	-100	-0.009719537634408729
1072	goal + feedback	6	-50	-0.0019395376344086834
1072	goal + feedback	6	0	0.02726579569892455
1072	goal + feedback	6	50	0.01148712903225794
1072	goal + feedback	6	100	0.02385852903225789
1072	goal + feedback	6	150	0.02648529569892455
1072	goal + feedback	6	200	0.006181462365591213
