Subject	condition	TrialId	bin	pupil_change
1103	goal + feedback	2	-200	-0.03436163333333342
1103	goal + feedback	2	-150	-0.01699280000000014
1103	goal + feedback	2	-100	-0.013228966666666805
1103	goal + feedback	2	-50	0.024711533333333202
1103	goal + feedback	2	0	0.03987186666666657
1103	goal + feedback	2	50	0.08261536666666654
1103	goal + feedback	2	100	0.10652736666666662
1103	goal + feedback	2	150	0.1007041999999998
1103	goal + feedback	2	200	0.1161935333333332
1103	goal + feedback	2	250	0.18913453333333327
1103	goal + feedback	2	300	0.17735903333333317
1103	goal + feedback	2	350	0.17244419999999985
1103	goal + feedback	2	400	0.2095910333333332
1103	goal + feedback	2	450	0.31486903333333327
1103	goal + feedback	2	500	0.1871680333333332
1103	goal + feedback	2	550	0.2998343666666666
1103	goal + feedback	2	600	0.3848023666666665
1103	goal + feedback	2	650	0.4080433666666666
1103	goal + feedback	2	700	0.49867086666666655
1103	goal + feedback	2	750	0.3792666999999999
1103	goal + feedback	2	800	NA
1103	goal + feedback	2	850	NA
1103	goal + feedback	2	900	NA
1103	goal + feedback	2	950	-0.09325750000000008
1103	goal + feedback	2	1e3	0.31435469999999993
1103	goal + feedback	2	1050	0.33703903333333324
1103	goal + feedback	2	1100	0.3491798428571427
1103	goal + feedback	2	1150	0.4109428666666666
1103	goal + feedback	3	-200	0.004971382488479329
1103	goal + feedback	3	-150	0.008191763440860292
1103	goal + feedback	3	-100	0.010886930107526874
1103	goal + feedback	3	-50	-0.0027839032258064242
1103	goal + feedback	3	0	-0.022094736559139738
1103	goal + feedback	3	50	-0.0294744032258063
1103	goal + feedback	3	100	-0.043204069892473086
1103	goal + feedback	3	150	-0.038115903225806345
1103	goal + feedback	3	200	-0.05150190322580624
1103	goal + feedback	3	250	-0.036291403225806373
1103	goal + feedback	3	300	-0.027829569892473094
1103	goal + feedback	3	350	-0.038930236559139665
1103	goal + feedback	3	400	-0.0013807365591397651
1103	goal + feedback	3	450	0.0451119301075269
1103	goal + feedback	3	500	0.07789243010752685
1103	goal + feedback	3	550	0.12119859677419369
1103	goal + feedback	3	600	0.15791509677419358
1103	goal + feedback	3	650	0.17752326344086025
1103	goal + feedback	3	700	0.16106709677419376
1103	goal + feedback	3	750	-0.16523540322580632
1103	goal + feedback	3	800	NA
