Estimate,Std..Error,df,t.value,Pr...t..
-0.09186105868385469,0.003717692396200121,42599.539909863954,-24.7091606550737,7.497135616239375e-134
-0.03990836999248968,0.005155636087493799,348.16883308314516,-7.740726714458525,1.0837017250477903e-13
-0.07383085334146655,0.005879624992505445,331.90934943026764,-12.557068424529827,7.399801013387726e-30
-0.1169468039616539,0.005320380215603232,352.99920276545737,-21.98091099178977,4.40678598431594e-68
