Subject	condition	TrialId	pretrial_pupil	pretrial_rank
1081	goal + no feedback	1	2.6748584298642535	65
1081	goal + no feedback	2	2.71280053877551	83
1081	goal + no feedback	4	2.893520854166667	120
1081	goal + no feedback	5	2.6831066267281107	68
1081	goal + no feedback	6	2.683722914285714	69
1081	goal + no feedback	7	2.661481504901961	57
1081	goal + no feedback	8	2.603300356846473	32
1081	goal + no feedback	9	2.7874115466101697	106
1081	goal + no feedback	10	2.6501091589958157	50
1081	goal + no feedback	11	2.813221814049587	114
1081	goal + no feedback	12	2.6385662018779343	41
1081	goal + no feedback	13	2.556505161572052	18
1081	goal + no feedback	14	2.800260869767442	110
1081	goal + no feedback	15	2.5255414873096447	10
1081	goal + no feedback	16	3.002979847107438	131
1081	goal + no feedback	17	2.672792217948718	62
1081	goal + no feedback	18	2.6478868571428573	46
1081	goal + no feedback	19	2.9441028967741936	126
1081	goal + no feedback	20	2.957091823770492	128
1081	goal + no feedback	21	2.5975508806584364	29
1081	goal + no feedback	22	2.7394318765432097	93
1081	goal + no feedback	23	2.6511976285714285	51
1081	goal + no feedback	24	2.7160104162679426	86
1081	goal + no feedback	25	2.7376380420560746	92
1081	goal + no feedback	26	2.870072914285714	119
1081	goal + no feedback	27	3.286352036199095	134
1081	goal + no feedback	28	2.5293360408163266	12
1081	goal + no feedback	29	2.5144649618644066	9
1081	goal + no feedback	30	3.009262932642487	132
1081	goal + no feedback	31	2.6337387901234566	40
1081	goal + no feedback	32	2.5302642943722944	13
1081	goal + no feedback	33	2.618496329218107	35
1081	goal + no feedback	34	2.620694079831933	37
1081	goal + no feedback	35	2.619475905737705	36
1081	goal + no feedback	36	2.6540454647887324	52
1081	goal + no feedback	37	2.6820285983606555	67
1081	goal + no feedback	38	2.6398294653061223	43
1081	goal + no feedback	39	2.504635643192488	4
1081	goal + no feedback	40	2.6083728086124403	34
1081	goal + no feedback	41	2.85524293852459	118
1081	goal + no feedback	42	2.6269792016460904	38
1081	goal + no feedback	43	2.783793769230769	105
1081	goal + no feedback	44	2.5983193112033196	30
1081	goal + no feedback	45	2.6736705673469388	64
1081	goal + no feedback	46	2.731001843621399	90
1081	goal + no feedback	47	2.7631902388059704	101
1081	goal + no feedback	48	2.549958951456311	17
1081	goal + no feedback	49	2.51401112345679	8
1081	goal + no feedback	50	2.7434600409836065	95
1081	goal + no feedback	51	2.5974784774774773	28
1081	goal + no feedback	52	2.504493880658436	3
1081	goal + no feedback	53	2.5935343950617282	22
1081	goal + no feedback	55	2.8330779947089946	115
1081	goal + no feedback	56	2.509378463414634	6
1081	goal + no feedback	57	2.8038731594827584	112
1081	goal + no feedback	58	2.799541526748971	109
1081	goal + no feedback	59	2.8353982910798123	116
1081	goal + no feedback	60	2.737396270042194	91
1081	goal + no feedback	61	2.589859196261682	21
1081	goal + no feedback	62	2.6549198677685952	54
1081	goal + no feedback	63	2.5953953333333333	26
1081	goal + no feedback	64	2.700451436734694	77
1081	goal + no feedback	65	2.6282304191919192	39
1081	goal + no feedback	66	2.661507061728395	58
1081	goal + no feedback	67	2.7512807136363637	99
1081	goal + no feedback	68	2.6480000658436214	48
1081	goal + no feedback	69	2.672677552238806	61
1081	goal + no feedback	70	2.641722784232365	44
1081	goal + no feedback	71	2.8003011810699587	111
1081	goal + no feedback	72	2.714476935483871	84
1081	goal + no feedback	73	2.595239163265306	25
1081	goal + no feedback	74	2.495222838842975	2
1081	goal + no feedback	75	2.6003432851239667	31
1081	goal + no feedback	76	2.567245598360656	19
1081	goal + no feedback	77	2.7893888571428573	107
1081	goal + no feedback	78	2.807468019047619	113
1081	goal + no feedback	79	2.5949045247933884	23
1081	goal + no feedback	80	2.6395568009478674	42
1081	goal + no feedback	81	2.696735930327869	74
1081	goal + no feedback	82	2.5461596776859503	16
1081	goal + no feedback	83	2.647946652694611	47
1081	goal + no feedback	84	2.655271181818182	55
1081	goal + no feedback	85	2.747477938967136	98
1081	goal + no feedback	86	2.7244586492890996	88
1081	goal + no feedback	87	2.4927747302904564	1
