Subject	condition	TrialId	pretrial_pupil	pretrial_rank
1040	goal + no feedback	1	3.1627436411483254	108
1040	goal + no feedback	2	3.1789628292682925	112
1040	goal + no feedback	3	3.136778722580645	103
1040	goal + no feedback	4	3.060078799107143	74
1040	goal + no feedback	6	3.2723153422222224	124
1040	goal + no feedback	7	3.132267711442786	102
1040	goal + no feedback	8	3.0695797277227723	77
1040	goal + no feedback	9	3.060093776255708	75
1040	goal + no feedback	10	3.0469854329268293	69
1040	goal + no feedback	11	2.926977306010929	26
1040	goal + no feedback	12	3.0820262286995517	81
1040	goal + no feedback	13	2.9972530604395606	47
1040	goal + no feedback	14	3.1888168826530614	114
1040	goal + no feedback	15	3.2966329295154186	127
1040	goal + no feedback	16	3.0741258894472363	79
1040	goal + no feedback	17	3.000544469879518	50
1040	goal + no feedback	18	3.276093917874396	125
1040	goal + no feedback	20	3.223210455026455	117
1040	goal + no feedback	21	3.006214138392857	55
1040	goal + no feedback	22	2.8550321176470588	15
1040	goal + no feedback	23	3.0035803264248706	52
1040	goal + no feedback	24	3.075547105022831	80
1040	goal + no feedback	25	2.911539694581281	23
1040	goal + no feedback	26	2.9636384802259887	41
1040	goal + no feedback	27	3.0996169773755655	88
1040	goal + no feedback	28	3.0859148552036197	83
1040	goal + no feedback	29	3.1744170089285713	110
1040	goal + no feedback	30	3.1167735366972478	96
1040	goal + no feedback	31	3.0003569078341012	49
1040	goal + no feedback	32	3.122525626126126	99
1040	goal + no feedback	33	3.060964488151659	76
1040	goal + no feedback	34	3.093152111764706	87
1040	goal + no feedback	35	3.233196461904762	120
1040	goal + no feedback	36	3.174245810572687	109
1040	goal + no feedback	37	3.2422320192307694	122
1040	goal + no feedback	38	3.0530540247933886	72
1040	goal + no feedback	39	2.9600533603603605	38
1040	goal + no feedback	40	3.0177725859030837	59
1040	goal + no feedback	41	2.980014146017699	43
1040	goal + no feedback	42	2.785455905027933	6
1040	goal + no feedback	43	2.7955733023255815	7
1040	goal + no feedback	44	2.805502798816568	9
1040	goal + no feedback	45	2.762821752688172	5
1040	goal + no feedback	46	2.8195705843373493	10
1040	goal + no feedback	47	2.857374645320197	16
1040	goal + no feedback	48	3.2345645	121
1040	goal + no feedback	49	3.0038332981651377	53
1040	goal + no feedback	50	3.1910856131687244	115
1040	goal + no feedback	51	3.1136173333333335	95
1040	goal + no feedback	52	3.3689302985074625	130
1040	goal + no feedback	53	3.0392210833333335	66
1040	goal + no feedback	54	3.2947883049327356	126
1040	goal + no feedback	55	3.1926237425742574	116
1040	goal + no feedback	56	3.011531763157895	58
1040	goal + no feedback	57	3.176336207920792	111
1040	goal + no feedback	58	3.0332608640776697	64
1040	goal + no feedback	59	3.1057086587677727	89
1040	goal + no feedback	60	2.967404819905213	42
1040	goal + no feedback	62	3.1447002405660376	105
1040	goal + no feedback	63	3.1065298010471203	90
1040	goal + no feedback	64	2.9496506507936506	35
1040	goal + no feedback	65	2.9576595287958116	36
1040	goal + no feedback	66	2.945273507853403	31
1040	goal + no feedback	67	3.0563776666666667	73
1040	goal + no feedback	68	3.107316122905028	92
1040	goal + no feedback	69	2.9419146261682245	29
1040	goal + no feedback	70	3.0111232694063927	57
1040	goal + no feedback	71	2.8657967422680413	18
1040	goal + no feedback	72	3.085496050847458	82
1040	goal + no feedback	74	3.2566424567901233	123
1040	goal + no feedback	75	3.0868852962962965	84
1040	goal + no feedback	76	3.1867718279069766	113
1040	goal + no feedback	78	3.0519083020833335	70
1040	goal + no feedback	79	2.9610744689265536	40
1040	goal + no feedback	80	3.111198392670157	93
1040	goal + no feedback	82	3.225609210526316	118
1040	goal + no feedback	83	2.9854810358744395	45
1040	goal + no feedback	84	3.0322866790697676	63
1040	goal + no feedback	85	3.5294673248407644	132
1040	goal + no feedback	86	3.0397764736842103	67
1040	goal + no feedback	87	3.0044228969072164	54
1040	goal + no feedback	88	3.1455257889447235	106
1040	goal + no feedback	89	3.0381274375	65
1040	goal + no feedback	90	3.0927485789473685	86
1040	goal + no feedback	91	3.119679732142857	97
1040	goal + no feedback	92	3.0304041065989846	62
1040	goal + no feedback	94	3.128524311881188	100
1040	goal + no feedback	95	2.9084119581151833	22
1040	goal + no feedback	96	3.1397096592920355	104
1040	goal + no feedback	97	3.002194742081448	51
1040	goal + no feedback	98	3.122163	98
1040	goal + no feedback	99	3.073144125	78
1040	goal + no feedback	100	3.0274232433862434	60
1040	goal + no feedback	101	2.9043047647058824	20
1040	goal + no feedback	102	2.9475264220779223	33
1040	goal + no feedback	103	3.1306110097560977	101
1040	goal + no feedback	104	2.8421823579545453	12
1040	goal + no feedback	105	3.1467356384976526	107
1040	goal + no feedback	106	2.7477975722543353	3
1040	goal + no feedback	107	2.86851804	19
1040	goal + no feedback	108	2.9483556	34
1040	goal + no feedback	109	2.9127993117647057	24
1040	goal + no feedback	110	2.7984690810810813	8
1040	goal + no feedback	111	2.985456339534884	44
1040	goal + no feedback	112	2.862219605042017	17
1040	goal + no feedback	113	3.3874552588832487	131
1040	goal + no feedback	115	3.0433386374999998	68
1040	goal + no feedback	116	3.106709087804878	91
1040	goal + no feedback	117	2.9257197762557077	25
1040	goal + no feedback	118	2.931135494949495	27
1040	goal + no feedback	119	2.9463545167464114	32
1040	goal + no feedback	120	2.8305882575757577	11
1040	goal + no feedback	121	3.091044955	85
1040	goal + no feedback	122	2.9601516666666665	39
1040	goal + no feedback	123	3.0525760900900902	71
1040	goal + no feedback	124	3.226452578475336	119
1040	goal + no feedback	125	2.9397496666666667	28
1040	goal + no feedback	126	2.990971045685279	46
1040	goal + no feedback	127	3.3152411778846154	128
1040	goal + no feedback	128	3.008767653846154	56
1040	goal + no feedback	129	3.3499913657407405	129
1040	goal + no feedback	130	2.95766684375	37
1040	goal + no feedback	131	3.111505362745098	94
1040	goal + no feedback	132	2.7371505321100917	2
1040	goal + no feedback	133	3.0293061393939396	61
1040	goal + no feedback	134	2.9991839686098656	48
1040	goal + no feedback	135	2.7066547716894975	1
1040	goal + no feedback	136	2.84635318226601	13
1040	goal + no feedback	137	2.8473901083743844	14
1040	goal + no feedback	138	2.7525607023255816	4
1040	goal + no feedback	139	2.905260339712919	21
1040	goal + no feedback	140	2.9443932408759124	30
