Subject,TrialId,RT,bin,right_gaze_x,right_gaze_y,left_gaze_x,left_gaze_y
947,2,280,0,0.46567566666666665,0.44509868333333336,0.4917610333333333,0.44509868333333336
947,2,280,50,0.465032,0.44256191666666667,0.49181118333333335,0.44256191666666667
947,2,280,100,0.4657903,0.44691435,0.4920323833333333,0.44691435
947,2,280,150,0.4651529,0.4516279833333333,0.4913073,0.4516279833333333
947,2,280,200,0.46656771666666663,0.44871198333333334,0.49167258333333336,0.44871198333333334
947,2,280,250,0.46712085000000003,0.44786481666666667,0.49053931666666667,0.44786481666666667
947,2,280,300,0.4655735833333333,0.4484764666666667,0.49074895,0.4484764666666667
947,2,280,350,0.46513155,0.44437801666666665,0.4931341,0.44437801666666665
947,2,280,400,0.46235668333333335,0.44653488333333335,0.49053056666666667,0.44653488333333335
947,2,280,450,0.4679264,0.4533163666666667,0.49799428333333334,0.4533163666666667
947,2,280,500,0.4640302333333333,0.4563303166666667,0.4903918,0.4563303166666667
947,2,280,550,0.46449196666666664,0.45222113333333336,0.4914676666666667,0.45222113333333336
947,2,280,600,0.46352286666666664,0.4538483166666667,0.49039146666666666,0.4538483166666667
947,2,280,650,0.46634145,0.45634881666666666,0.4895217333333333,0.45634881666666666
947,2,280,700,0.4618677666666667,0.45789178333333336,0.49027695,0.45789178333333336
947,2,280,750,0.4668840833333333,0.45660035,0.49058508333333334,0.45660035
947,2,280,800,0.4647561333333333,0.45194755,0.48992578333333336,0.45194755
947,2,280,850,0.46641335,0.45479275,0.49333096666666665,0.45479275
947,2,280,900,0.4641462833333333,0.45599503333333335,0.4902814,0.45599503333333335
947,2,280,950,0.4667529833333333,0.457227,0.49188375,0.457227
947,2,280,1000,0.46838185,0.45638093333333335,0.49167198333333334,0.45638093333333335
947,2,280,1050,0.47140723333333334,0.45583938333333335,0.4889605833333333,0.45583938333333335
947,2,280,1100,0.4724550666666667,0.4600300333333333,0.49371113333333333,0.4600300333333333
947,2,280,1150,0.47163,0.4596527,0.49480086666666667,0.4596527
947,2,280,1200,0.4720523333333333,0.45759431666666667,0.49499081666666667,0.45759431666666667
947,2,280,1250,0.46971865,0.46045245,0.4974431166666667,0.46045245
947,2,280,1300,0.4719379,0.45922332,0.49200942,0.45922332
947,2,280,1350,0.4713369,0.46085025,0.49350441666666667,0.46085025
947,2,280,1400,0.47088721666666666,0.4563558833333333,0.49449451666666666,0.4563558833333333
947,2,280,1450,0.4714013166666667,0.45453743333333335,0.49247738333333335,0.45453743333333335
947,2,280,1500,0.47438291666666665,0.44882743333333336,0.49729406666666665,0.44882743333333336
947,2,280,1550,0.47571505000000003,0.45495213333333334,0.4951095166666667,0.45495213333333334
947,2,280,1600,0.4753222833333333,0.4589268833333333,0.49444018333333334,0.4589268833333333
947,2,280,1650,0.477168,0.4526492833333333,0.4966397833333333,0.4526492833333333
947,2,280,1700,0.47942555,0.45751511666666667,0.49689968333333334,0.45751511666666667
947,2,280,1750,0.4791279666666667,0.45130766666666666,0.49466523333333334,0.45130766666666666
947,2,280,1800,0.47729835,0.4557262166666667,0.49857141666666666,0.4557262166666667
947,2,280,1850,0.4773464,0.45900583333333334,0.49752373333333333,0.45900583333333334
947,2,280,1900,0.47754941666666667,0.46193181666666666,0.49880135000000003,0.46193181666666666
947,2,280,1950,0.47739546666666666,0.45972636666666666,0.4996461166666667,0.45972636666666666
947,2,280,2000,0.47693308333333334,0.45724411666666664,0.4986764,0.45724411666666664
947,2,280,2050,0.4770364833333333,0.45401271666666665,0.49666228333333334,0.45401271666666665
947,2,280,2100,0.47935668333333337,0.45894181666666667,0.5013307,0.45894181666666667
947,2,280,2150,0.47910655,0.455502,0.5014216333333333,0.455502
947,2,280,2200,0.48009295,0.46044868333333333,0.4993627,0.46044868333333333
947,2,280,2250,0.47915375,0.45378898333333334,0.5018088333333334,0.45378898333333334
947,2,280,2300,0.4798635,0.45355938333333334,0.5014316,0.45355938333333334
947,2,280,2350,0.4814385666666667,0.4613153,0.5010324333333334,0.4613153
947,2,280,2400,0.48030046666666665,0.45036381666666664,0.5044977333333334,0.45036381666666664
947,2,280,2450,0.48158201666666667,0.45246616666666667,0.5026787,0.45246616666666667
947,2,280,2500,0.48271206666666666,0.44827625,0.5051474,0.44827625
947,2,280,2550,0.4841633,0.45267361666666667,0.50135975,0.45267361666666667
947,2,280,2600,0.48404995,0.450878,0.5024383666666666,0.450878
947,2,280,2650,0.48280338333333334,0.4522951333333334,0.5012535166666666,0.4522951333333334
947,2,280,2700,0.48450755,0.4517951,0.5016231333333333,0.4517951
947,2,280,2750,0.4863487,0.45562836,0.49878372,0.45562836
947,2,280,2800,0.48789175,0.46248086666666666,0.5006042166666667,0.46248086666666666
947,2,280,2850,0.4885526666666667,0.45927663333333335,0.49874166666666664,0.45927663333333335
947,2,280,2900,0.48699213333333335,0.45760285,0.49738323333333334,0.45760285
947,2,280,2950,0.48591663333333335,0.4546981,0.4991852666666667,0.4546981
947,2,280,3000,0.48813036666666665,0.45765748333333334,0.5009736833333334,0.45765748333333334
947,2,280,3050,0.49080676666666667,0.45288805,0.4974936,0.45288805
947,2,280,3100,0.49137336666666664,0.45855793333333333,0.4993629333333333,0.45855793333333333
947,2,280,3150,0.49012715,0.4591651166666667,0.5011041333333334,0.4591651166666667
